Frame Number, File Size (bytes), File Size (kB)
1301, 339976, 332.00, Right
1302, 334464, 326.62, Left
1302, 341930, 333.91, Right
1303, 307513, 300.30, Left
1303, 332282, 324.49, Right
1304, 292822, 285.95, Left
1304, 312000, 304.68, Right
1305, 308717, 301.48, Left
1305, 327619, 319.94, Right
1306, 265898, 259.66, Left
1306, 275901, 269.43, Right
1307, 278974, 272.43, Left
1307, 285831, 279.13, Right
1308, 279394, 272.84, Left
1308, 300935, 293.88, Right
1309, 289118, 282.34, Left
1309, 310045, 302.77, Right
1311, 266341, 260.09, Left
1311, 273706, 267.29, Right
1318, 221577, 216.38, Left
1318, 239715, 234.09, Right
1328, 191370, 186.88, Left
1328, 197791, 193.15, Right
1340, 183821, 179.51, Left
1340, 189300, 184.86, Right
1353, 219844, 214.69, Left
1353, 234995, 229.48, Right
1361, 247379, 241.58, Left
1361, 261370, 255.24, Right
1367, 308165, 300.94, Left
1367, 319784, 312.28, Right
1369, 320154, 312.65, Left
1369, 336499, 328.61, Right
1370, 322889, 315.32, Left
1370, 342881, 334.84, Right
1371, 300718, 293.66, Left
1371, 305059, 297.90, Right
1372, 295888, 288.95, Left
1372, 292063, 285.21, Right
1373, 304790, 297.64, Left
1373, 312297, 304.97, Right
1374, 313866, 306.50, Left
1374, 325751, 318.11, Right
1375, 317793, 310.34, Left
1375, 337678, 329.76, Right
1376, 334925, 327.07, Left
1376, 352781, 344.51, Right
1377, 254503, 248.53, Left
1377, 263816, 257.63, Right
1378, 249192, 243.35, Left
1378, 259009, 252.93, Right
1379, 295919, 288.98, Left
1379, 313406, 306.06, Right
1380, 297279, 290.31, Left
1380, 321059, 313.53, Right
1381, 263619, 257.44, Left
1381, 284698, 278.02, Right
1382, 291098, 284.27, Left
1382, 310517, 303.23, Right
1383, 304843, 297.69, Left
1383, 323887, 316.29, Right
1384, 306747, 299.55, Left
1384, 324521, 316.91, Right
1385, 300429, 293.38, Left
1385, 318341, 310.87, Right
1386, 301515, 294.44, Left
1386, 318023, 310.56, Right
35, 108928, 106.37, Left
35, 128127, 125.12, Right
36, 113738, 111.07, Left
36, 132677, 129.56, Right
47, 135119, 131.95, Left
47, 143609, 140.24, Right
57, 129322, 126.29, Left
57, 137499, 134.27, Right
58, 131132, 128.05, Left
58, 139303, 136.03, Right
59, 142486, 139.14, Left
59, 142291, 138.95, Right
60, 138844, 135.58, Left
60, 146612, 143.17, Right
61, 138276, 135.03, Left
61, 141784, 138.46, Right
62, 139091, 135.83, Left
62, 141244, 137.93, Right
64, 135730, 132.54, Left
64, 139767, 136.49, Right
65, 134439, 131.28, Left
65, 141162, 137.85, Right
66, 132705, 129.59, Left
66, 139354, 136.08, Right
67, 132710, 129.59, Left
67, 135374, 132.20, Right
68, 133646, 130.51, Left
68, 135683, 132.50, Right
69, 135275, 132.10, Left
69, 134844, 131.68, Right
70, 135270, 132.09, Left
70, 137547, 134.32, Right
71, 132973, 129.85, Left
71, 137867, 134.63, Right
76, 131445, 128.36, Left
76, 136713, 133.50, Right
77, 130326, 127.27, Left
77, 136431, 133.23, Right
78, 131266, 128.18, Left
78, 136083, 132.89, Right
103, 129153, 126.12, Left
103, 135194, 132.02, Right
115, 131684, 128.59, Left
115, 136318, 133.12, Right
116, 132367, 129.26, Left
116, 138237, 134.99, Right
117, 133778, 130.64, Left
117, 139665, 136.39, Right
118, 138269, 135.02, Left
118, 141273, 137.96, Right
119, 139714, 136.43, Left
119, 144701, 141.30, Right
120, 140595, 137.29, Left
120, 144565, 141.17, Right
121, 141894, 138.56, Left
121, 143757, 140.38, Right
122, 141238, 137.92, Left
122, 144324, 140.94, Right
123, 141589, 138.27, Left
123, 145574, 142.16, Right
124, 141310, 137.99, Left
124, 144658, 141.26, Right
127, 143042, 139.68, Left
127, 141875, 138.54, Right
128, 144275, 140.89, Left
128, 140656, 137.35, Right
129, 145024, 141.62, Left
129, 140406, 137.11, Right
130, 143084, 139.73, Left
130, 139006, 135.74, Right
145, 132881, 129.76, Left
145, 143326, 139.96, Right
157, 130376, 127.32, Left
157, 138106, 134.86, Right
158, 130465, 127.40, Left
158, 138411, 135.16, Right
160, 131886, 128.79, Left
160, 139623, 136.35, Right
162, 126742, 123.77, Left
162, 133779, 130.64, Right
163, 128389, 125.37, Left
163, 132973, 129.85, Right
166, 126665, 123.69, Left
166, 135400, 132.22, Right
170, 124226, 121.31, Left
170, 136191, 132.99, Right
171, 125633, 122.68, Left
171, 136446, 133.24, Right
172, 125570, 122.62, Left
172, 137400, 134.17, Right
173, 120657, 117.82, Left
173, 130398, 127.34, Right
174, 120666, 117.83, Left
174, 129277, 126.24, Right
175, 125986, 123.03, Left
175, 131758, 128.66, Right
176, 132658, 129.54, Left
176, 134390, 131.24, Right
177, 130489, 127.43, Left
177, 131482, 128.40, Right
178, 125580, 122.63, Left
178, 129670, 126.63, Right
179, 123190, 120.30, Left
179, 130698, 127.63, Right
180, 123969, 121.06, Left
180, 126736, 123.76, Right
181, 122133, 119.27, Left
181, 121437, 118.59, Right
182, 119437, 116.63, Left
182, 119018, 116.22, Right
183, 117437, 114.68, Left
183, 117536, 114.78, Right
184, 118106, 115.33, Left
184, 119848, 117.03, Right
185, 115399, 112.69, Left
185, 119026, 116.23, Right
186, 116050, 113.33, Left
186, 116982, 114.24, Right
187, 110572, 107.98, Left
187, 115209, 112.50, Right
188, 109348, 106.78, Left
188, 107202, 104.68, Right
189, 103877, 101.44, Left
189, 109463, 106.89, Right
190, 107021, 104.51, Left
190, 109909, 107.33, Right
191, 105814, 103.33, Left
191, 108163, 105.62, Right
192, 102803, 100.39, Left
192, 105645, 103.16, Right
193, 109099, 106.54, Left
193, 113271, 110.61, Right
194, 106328, 103.83, Left
194, 106976, 104.46, Right
195, 106689, 104.18, Left
195, 98164, 95.86, Right
196, 103552, 101.12, Left
196, 105565, 103.09, Right
197, 104507, 102.05, Left
197, 106266, 103.77, Right
198, 105224, 102.75, Left
198, 107306, 104.79, Right
199, 109012, 106.45, Left
199, 111060, 108.45, Right
200, 110981, 108.37, Left
200, 114381, 111.70, Right
201, 112726, 110.08, Left
201, 117507, 114.75, Right
202, 104046, 101.60, Left
202, 114699, 112.01, Right
203, 100596, 98.23, Left
203, 111570, 108.95, Right
204, 101168, 98.79, Left
204, 105063, 102.60, Right
205, 105854, 103.37, Left
205, 112302, 109.66, Right
206, 116627, 113.89, Left
206, 123443, 120.54, Right
207, 118464, 115.68, Left
207, 130348, 127.29, Right
208, 111237, 108.62, Left
208, 117474, 114.72, Right
209, 111519, 108.90, Left
209, 117428, 114.67, Right
210, 110346, 107.75, Left
210, 117136, 114.39, Right
211, 109631, 107.06, Left
211, 116561, 113.82, Right
212, 110042, 107.46, Left
212, 113959, 111.28, Right
213, 107962, 105.43, Left
213, 110537, 107.94, Right
214, 110595, 108.00, Left
214, 113271, 110.61, Right
215, 112784, 110.14, Left
215, 109929, 107.35, Right
216, 116819, 114.08, Left
216, 115704, 112.99, Right
217, 117437, 114.68, Left
217, 126608, 123.64, Right
218, 120496, 117.67, Left
218, 139298, 136.03, Right
219, 122300, 119.43, Left
219, 138353, 135.11, Right
220, 122660, 119.78, Left
220, 125795, 122.84, Right
221, 120301, 117.48, Left
221, 123914, 121.00, Right
222, 120330, 117.50, Left
222, 125905, 122.95, Right
223, 121353, 118.50, Left
223, 130392, 127.33, Right
224, 119294, 116.49, Left
224, 129369, 126.33, Right
225, 118559, 115.78, Left
225, 125426, 122.48, Right
226, 117638, 114.88, Left
226, 124174, 121.26, Right
227, 115886, 113.16, Left
227, 124577, 121.65, Right
228, 114631, 111.94, Left
228, 117322, 114.57, Right
229, 113566, 110.90, Left
229, 117463, 114.70, Right
230, 113253, 110.59, Left
230, 117878, 115.11, Right
231, 109325, 106.76, Left
231, 113086, 110.43, Right
232, 113348, 110.69, Left
232, 116037, 113.31, Right
233, 115144, 112.44, Left
233, 117197, 114.45, Right
234, 123150, 120.26, Left
234, 124262, 121.34, Right
235, 128454, 125.44, Left
235, 130234, 127.18, Right
236, 136732, 133.52, Left
236, 137039, 133.82, Right
237, 139076, 135.81, Left
237, 139937, 136.65, Right
238, 142042, 138.71, Left
238, 143155, 139.79, Right
239, 151368, 147.82, Left
239, 149836, 146.32, Right
240, 153249, 149.65, Left
240, 151226, 147.68, Right
241, 153369, 149.77, Left
241, 150452, 146.92, Right
248, 150298, 146.77, Left
248, 147049, 143.60, Right
250, 150554, 147.02, Left
250, 148589, 145.10, Right
251, 162338, 158.53, Left
251, 159834, 156.08, Right
252, 161516, 157.73, Left
252, 159481, 155.74, Right
253, 168961, 165.00, Left
253, 167973, 164.03, Right
254, 182254, 177.98, Left
254, 180779, 176.54, Right
255, 197759, 193.12, Left
255, 196624, 192.01, Right
256, 216294, 211.22, Left
256, 208031, 203.15, Right
257, 227986, 222.64, Left
257, 217025, 211.93, Right
258, 246800, 241.01, Left
258, 235060, 229.55, Right
259, 259609, 253.52, Left
259, 254199, 248.24, Right
260, 270905, 264.55, Left
260, 275600, 269.14, Right
261, 279073, 272.53, Left
261, 265639, 259.41, Right
262, 268003, 261.72, Left
262, 280913, 274.32, Right
263, 283548, 276.90, Left
263, 287188, 280.45, Right
264, 293446, 286.56, Left
264, 294204, 287.30, Right
265, 295891, 288.95, Left
265, 294773, 287.86, Right
266, 299884, 292.85, Left
266, 300444, 293.40, Right
267, 303978, 296.85, Left
267, 300991, 293.93, Right
268, 308528, 301.29, Left
268, 298119, 291.13, Right
269, 309145, 301.89, Left
269, 298332, 291.33, Right
270, 319543, 312.05, Left
270, 298690, 291.68, Right
271, 305060, 297.91, Left
271, 287639, 280.89, Right
272, 301932, 294.85, Left
272, 271377, 265.01, Right
273, 295044, 288.12, Left
273, 272593, 266.20, Right
274, 316544, 309.12, Left
274, 295895, 288.95, Right
275, 321914, 314.36, Left
275, 307807, 300.59, Right
276, 321783, 314.24, Left
276, 301688, 294.61, Right
277, 327487, 319.81, Left
277, 310433, 303.15, Right
278, 327095, 319.42, Left
278, 304488, 297.35, Right
279, 324884, 317.26, Left
279, 309413, 302.16, Right
280, 297725, 290.74, Left
280, 287630, 280.88, Right
281, 289061, 282.28, Left
281, 290594, 283.78, Right
282, 300581, 293.53, Left
282, 293839, 286.95, Right
283, 302572, 295.48, Left
283, 294556, 287.65, Right
284, 296967, 290.00, Left
284, 282835, 276.20, Right
285, 282814, 276.18, Left
285, 268932, 262.62, Right
286, 281994, 275.38, Left
286, 275059, 268.61, Right
287, 278399, 271.87, Left
287, 266758, 260.50, Right
288, 280435, 273.86, Left
288, 276653, 270.16, Right
289, 278800, 272.26, Left
289, 265316, 259.09, Right
290, 264919, 258.70, Left
290, 251077, 245.19, Right
291, 246056, 240.28, Left
291, 253540, 247.59, Right
292, 240530, 234.89, Left
292, 251893, 245.98, Right
293, 227610, 222.27, Left
293, 239417, 233.80, Right
294, 222727, 217.50, Left
294, 233055, 227.59, Right
295, 223045, 217.81, Left
295, 234759, 229.25, Right
296, 227638, 222.30, Left
296, 240568, 234.92, Right
297, 250662, 244.78, Left
297, 240398, 234.76, Right
298, 234436, 228.94, Left
298, 241895, 236.22, Right
299, 225942, 220.64, Left
299, 250395, 244.52, Right
300, 213320, 208.32, Left
300, 222913, 217.68, Right
301, 202289, 197.54, Left
301, 208705, 203.81, Right
302, 184844, 180.51, Left
302, 190614, 186.14, Right
303, 174558, 170.46, Left
303, 188687, 184.26, Right
304, 152266, 148.69, Left
304, 199642, 194.96, Right
305, 154327, 150.70, Left
305, 205796, 200.97, Right
306, 156684, 153.01, Left
306, 190405, 185.94, Right
307, 122790, 119.91, Left
307, 153405, 149.80, Right
308, 130292, 127.23, Left
308, 141526, 138.20, Right
309, 136900, 133.69, Left
309, 154310, 150.69, Right
310, 139938, 136.65, Left
310, 160231, 156.47, Right
311, 146510, 143.07, Left
311, 169001, 165.04, Right
312, 145281, 141.87, Left
312, 170453, 166.45, Right
313, 148465, 144.98, Left
313, 171193, 167.18, Right
314, 144595, 141.20, Left
314, 174473, 170.38, Right
315, 141208, 137.89, Left
315, 169537, 165.56, Right
316, 133309, 130.18, Left
316, 165964, 162.07, Right
317, 133930, 130.79, Left
317, 168790, 164.83, Right
318, 133742, 130.60, Left
318, 167997, 164.05, Right
319, 129345, 126.31, Left
319, 170894, 166.88, Right
320, 133342, 130.21, Left
320, 168385, 164.43, Right
321, 134096, 130.95, Left
321, 170484, 166.48, Right
322, 133634, 130.50, Left
322, 166773, 162.86, Right
323, 128204, 125.19, Left
323, 169104, 165.14, Right
324, 131513, 128.43, Left
324, 164366, 160.51, Right
325, 129789, 126.74, Left
325, 166471, 162.56, Right
326, 128166, 125.16, Left
326, 164277, 160.42, Right
327, 121025, 118.18, Left
327, 154350, 150.73, Right
328, 122341, 119.47, Left
328, 149081, 145.58, Right
329, 115778, 113.06, Left
329, 135948, 132.76, Right
330, 108859, 106.30, Left
330, 120713, 117.88, Right
331, 118955, 116.16, Left
331, 120281, 117.46, Right
332, 123816, 120.91, Left
332, 128276, 125.26, Right
333, 132712, 129.60, Left
333, 124225, 121.31, Right
334, 136800, 133.59, Left
334, 133511, 130.38, Right
335, 144635, 141.24, Left
335, 142574, 139.23, Right
336, 169763, 165.78, Left
336, 157876, 154.17, Right
337, 176527, 172.38, Left
337, 177500, 173.33, Right
338, 188814, 184.38, Left
338, 196711, 192.10, Right
339, 193833, 189.29, Left
339, 199722, 195.04, Right
340, 188916, 184.48, Left
340, 198540, 193.88, Right
341, 200207, 195.51, Left
341, 207583, 202.71, Right
342, 201625, 196.89, Left
342, 214808, 209.77, Right
343, 194117, 189.56, Left
343, 202922, 198.16, Right
344, 192954, 188.43, Left
344, 195178, 190.60, Right
345, 200614, 195.91, Left
345, 224799, 219.53, Right
346, 210179, 205.25, Left
346, 241811, 236.14, Right
347, 191795, 187.29, Left
347, 241167, 235.51, Right
348, 188133, 183.72, Left
348, 244741, 239.00, Right
349, 203930, 199.15, Left
349, 247844, 242.03, Right
350, 216165, 211.09, Left
350, 249763, 243.90, Right
351, 229171, 223.79, Left
351, 258711, 252.64, Right
352, 236171, 230.63, Left
352, 262582, 256.42, Right
353, 258825, 252.75, Left
353, 267764, 261.48, Right
354, 262141, 255.99, Left
354, 264614, 258.41, Right
355, 262840, 256.67, Left
355, 266816, 260.56, Right
356, 263905, 257.71, Left
356, 265930, 259.69, Right
357, 256555, 250.54, Left
357, 250436, 244.56, Right
358, 267906, 261.62, Left
358, 242958, 237.26, Right
359, 270407, 264.06, Left
359, 232206, 226.76, Right
360, 274023, 267.60, Left
360, 226612, 221.30, Right
361, 216824, 211.74, Left
361, 183646, 179.34, Right
362, 231540, 226.11, Left
362, 197326, 192.70, Right
363, 234611, 229.11, Left
363, 209108, 204.20, Right
364, 213870, 208.85, Left
364, 204429, 199.63, Right
365, 227097, 221.77, Left
365, 225345, 220.06, Right
366, 237299, 231.73, Left
366, 253980, 248.02, Right
367, 253424, 247.48, Left
367, 263679, 257.49, Right
368, 263629, 257.45, Left
368, 265205, 258.98, Right
369, 283028, 276.39, Left
369, 280678, 274.09, Right
370, 289497, 282.71, Left
370, 279159, 272.61, Right
371, 268399, 262.10, Left
371, 251307, 245.41, Right
372, 283238, 276.59, Left
372, 253517, 247.57, Right
373, 290649, 283.83, Left
373, 251278, 245.38, Right
374, 286969, 280.24, Left
374, 255487, 249.49, Right
376, 293417, 286.54, Left
376, 256853, 250.83, Right
377, 296330, 289.38, Left
377, 254935, 248.95, Right
378, 291350, 284.52, Left
378, 248144, 242.32, Right
379, 292653, 285.79, Left
379, 245781, 240.02, Right
380, 293472, 286.59, Left
380, 248875, 243.04, Right
381, 288202, 281.44, Left
381, 248144, 242.32, Right
382, 283650, 277.00, Left
382, 250704, 244.82, Right
383, 270718, 264.37, Left
383, 239681, 234.06, Right
384, 269565, 263.24, Left
384, 253436, 247.49, Right
385, 268246, 261.95, Left
385, 259469, 253.38, Right
386, 272911, 266.51, Left
386, 261208, 255.08, Right
387, 268121, 261.83, Left
387, 262062, 255.91, Right
388, 272602, 266.21, Left
388, 251853, 245.95, Right
389, 266607, 260.35, Left
389, 257849, 251.80, Right
390, 261327, 255.20, Left
390, 253544, 247.60, Right
391, 265898, 259.66, Left
391, 267571, 261.29, Right
392, 257106, 251.08, Left
392, 262560, 256.40, Right
393, 266778, 260.52, Left
393, 274197, 267.77, Right
394, 279090, 272.54, Left
394, 287929, 281.18, Right
395, 290501, 283.69, Left
395, 303582, 296.46, Right
396, 288497, 281.73, Left
396, 302496, 295.40, Right
397, 293222, 286.34, Left
397, 306081, 298.90, Right
398, 299492, 292.47, Left
398, 307887, 300.67, Right
399, 294434, 287.53, Left
399, 300391, 293.35, Right
400, 289316, 282.53, Left
400, 294478, 287.57, Right
401, 286779, 280.05, Left
401, 298228, 291.23, Right
402, 284846, 278.16, Left
402, 295217, 288.29, Right
403, 283908, 277.25, Left
403, 296305, 289.36, Right
404, 285038, 278.35, Left
404, 298908, 291.90, Right
405, 289970, 283.17, Left
405, 306551, 299.36, Right
406, 293155, 286.28, Left
406, 309323, 302.07, Right
407, 291925, 285.08, Left
407, 310033, 302.76, Right
408, 279217, 272.67, Left
408, 295873, 288.93, Right
409, 283781, 277.12, Left
409, 302757, 295.66, Right
410, 282236, 275.62, Left
410, 302750, 295.65, Right
411, 272797, 266.40, Left
411, 291503, 284.67, Right
413, 288906, 282.13, Left
413, 310819, 303.53, Right
414, 287993, 281.24, Left
414, 308703, 301.46, Right
415, 285503, 278.81, Left
415, 310028, 302.76, Right
416, 283495, 276.85, Left
416, 309796, 302.53, Right
418, 271030, 264.67, Left
418, 311249, 303.95, Right
419, 275811, 269.34, Left
419, 311609, 304.30, Right
421, 274306, 267.87, Left
421, 305519, 298.35, Right
423, 277421, 270.91, Left
423, 308223, 300.99, Right
424, 278399, 271.87, Left
424, 309348, 302.09, Right
425, 273669, 267.25, Left
425, 305080, 297.92, Right
426, 258109, 252.05, Left
426, 285060, 278.37, Right
427, 191093, 186.61, Left
427, 231251, 225.83, Right
428, 169890, 165.90, Left
428, 208436, 203.55, Right
429, 209952, 205.03, Left
429, 227632, 222.29, Right
430, 244779, 239.04, Left
430, 244831, 239.09, Right
432, 268683, 262.38, Left
432, 274474, 268.04, Right
433, 260278, 254.17, Left
433, 268272, 261.98, Right
434, 262293, 256.14, Left
434, 278200, 271.67, Right
435, 264350, 258.15, Left
435, 281033, 274.44, Right
436, 272590, 266.20, Left
436, 285647, 278.95, Right
437, 273220, 266.81, Left
437, 287132, 280.40, Right
438, 258678, 252.61, Left
438, 277172, 270.67, Right
439, 267270, 261.00, Left
439, 287910, 281.16, Right
440, 248435, 242.61, Left
440, 262951, 256.78, Right
441, 243964, 238.24, Left
441, 247829, 242.02, Right
442, 250870, 244.99, Left
442, 261602, 255.47, Right
443, 248326, 242.50, Left
443, 262796, 256.63, Right
444, 246796, 241.01, Left
444, 271668, 265.30, Right
445, 253209, 247.27, Left
445, 261603, 255.47, Right
446, 249882, 244.02, Left
446, 266108, 259.87, Right
447, 243965, 238.24, Left
447, 265483, 259.26, Right
450, 261161, 255.04, Left
450, 267750, 261.47, Right
451, 256727, 250.70, Left
451, 262655, 256.49, Right
452, 235913, 230.38, Left
452, 247836, 242.02, Right
454, 268211, 261.92, Left
454, 268864, 262.56, Right
456, 271575, 265.20, Left
456, 267847, 261.56, Right
457, 273229, 266.82, Left
457, 268192, 261.90, Right
458, 265100, 258.88, Left
458, 253865, 247.91, Right
460, 271279, 264.92, Left
460, 247723, 241.91, Right
462, 278392, 271.86, Left
462, 252848, 246.92, Right
463, 286236, 279.52, Left
463, 252210, 246.29, Right
464, 290243, 283.44, Left
464, 254390, 248.42, Right
465, 289270, 282.49, Left
465, 254163, 248.20, Right
466, 277814, 271.30, Left
466, 249914, 244.05, Right
467, 284990, 278.31, Left
467, 264520, 258.32, Right
468, 289072, 282.29, Left
468, 278245, 271.72, Right
469, 287897, 281.14, Left
469, 286616, 279.89, Right
470, 288180, 281.42, Left
470, 303820, 296.69, Right
471, 281377, 274.78, Left
471, 304326, 297.19, Right
472, 275354, 268.90, Left
472, 296606, 289.65, Right
474, 285614, 278.91, Left
474, 303134, 296.02, Right
475, 288808, 282.03, Left
475, 313077, 305.73, Right
476, 289597, 282.80, Left
476, 311408, 304.10, Right
484, 302209, 295.12, Left
484, 323376, 315.79, Right
488, 304551, 297.41, Left
488, 325299, 317.67, Right
489, 306969, 299.77, Left
489, 327455, 319.78, Right
490, 298946, 291.93, Left
490, 319744, 312.25, Right
491, 293901, 287.01, Left
491, 314462, 307.09, Right
492, 288455, 281.69, Left
492, 305261, 298.10, Right
494, 298252, 291.26, Left
494, 315861, 308.45, Right
496, 303711, 296.59, Left
496, 323869, 316.27, Right
497, 302814, 295.71, Left
497, 323606, 316.02, Right
498, 306937, 299.74, Left
498, 325930, 318.29, Right
501, 299474, 292.45, Left
501, 319768, 312.27, Right
503, 303104, 296.00, Left
503, 321768, 314.22, Right
504, 308714, 301.47, Left
504, 328507, 320.80, Right
505, 279739, 273.18, Left
505, 294369, 287.46, Right
506, 255685, 249.69, Left
506, 263506, 257.33, Right
507, 270186, 263.85, Left
507, 285458, 278.76, Right
508, 266086, 259.84, Left
508, 272583, 266.19, Right
509, 218071, 212.95, Left
509, 218575, 213.45, Right
510, 199367, 194.69, Left
510, 214521, 209.49, Right
511, 246184, 240.41, Left
511, 256099, 250.09, Right
512, 251091, 245.20, Left
512, 258373, 252.31, Right
513, 273920, 267.50, Left
513, 289361, 282.57, Right
514, 276987, 270.49, Left
514, 291704, 284.86, Right
515, 271235, 264.87, Left
515, 288403, 281.64, Right
516, 260811, 254.69, Left
516, 265146, 258.93, Right
518, 274218, 267.79, Left
518, 292177, 285.32, Right
519, 282159, 275.54, Left
519, 295642, 288.71, Right
521, 280825, 274.24, Left
521, 301497, 294.43, Right
522, 280436, 273.86, Left
522, 301829, 294.75, Right
523, 251327, 245.43, Left
523, 266127, 259.88, Right
524, 245294, 239.54, Left
524, 249591, 243.74, Right
525, 246532, 240.75, Left
525, 264023, 257.83, Right
526, 260989, 254.87, Left
526, 274731, 268.29, Right
527, 261553, 255.42, Left
527, 276093, 269.62, Right
528, 264060, 257.87, Left
528, 274761, 268.32, Right
530, 273375, 266.96, Left
530, 290726, 283.91, Right
534, 285238, 278.55, Left
534, 301099, 294.04, Right
536, 289445, 282.66, Left
536, 307333, 300.12, Right
537, 295159, 288.24, Left
537, 312873, 305.54, Right
539, 293521, 286.64, Left
539, 310514, 303.23, Right
541, 290925, 284.10, Left
541, 307196, 299.99, Right
542, 288175, 281.42, Left
542, 305229, 298.07, Right
543, 285432, 278.74, Left
543, 296452, 289.50, Right
545, 295094, 288.17, Left
545, 305038, 297.88, Right
546, 294264, 287.36, Left
546, 306103, 298.92, Right
547, 277498, 270.99, Left
547, 288583, 281.81, Right
548, 272221, 265.84, Left
548, 279704, 273.14, Right
549, 265186, 258.97, Left
549, 278166, 271.64, Right
550, 265725, 259.49, Left
550, 283154, 276.51, Right
551, 279171, 272.62, Left
551, 299054, 292.04, Right
553, 290924, 284.10, Left
553, 310197, 302.92, Right
554, 291588, 284.75, Left
554, 317732, 310.28, Right
555, 288198, 281.44, Left
555, 316671, 309.24, Right
559, 297518, 290.54, Left
559, 317266, 309.83, Right
560, 298189, 291.20, Left
560, 318706, 311.23, Right
564, 299870, 292.84, Left
564, 317506, 310.06, Right
565, 296775, 289.81, Left
565, 315211, 307.82, Right
566, 292308, 285.45, Left
566, 308164, 300.94, Right
567, 270239, 263.90, Left
567, 285752, 279.05, Right
568, 230825, 225.41, Left
568, 256095, 250.09, Right
569, 237510, 231.94, Left
569, 247345, 241.54, Right
570, 261934, 255.79, Left
570, 276473, 269.99, Right
571, 225361, 220.07, Left
571, 234763, 229.26, Right
572, 268494, 262.20, Left
572, 276101, 269.62, Right
573, 272971, 266.57, Left
573, 296583, 289.63, Right
574, 275120, 268.67, Left
574, 283382, 276.74, Right
575, 249749, 243.89, Left
575, 266234, 259.99, Right
576, 223647, 218.40, Left
576, 222739, 217.51, Right
577, 211914, 206.94, Left
577, 226163, 220.86, Right
578, 240236, 234.60, Left
578, 250646, 244.77, Right
579, 274505, 268.07, Left
579, 293184, 286.31, Right
580, 274443, 268.01, Left
580, 281697, 275.09, Right
581, 260140, 254.04, Left
581, 281163, 274.57, Right
582, 264189, 257.99, Left
582, 278593, 272.06, Right
583, 258485, 252.42, Left
583, 270066, 263.73, Right
584, 269024, 262.71, Left
584, 284109, 277.45, Right
585, 274246, 267.81, Left
585, 288444, 281.68, Right
586, 276812, 270.32, Left
586, 289013, 282.23, Right
587, 274675, 268.23, Left
587, 282413, 275.79, Right
588, 270179, 263.84, Left
588, 286222, 279.51, Right
589, 271761, 265.39, Left
589, 288666, 281.90, Right
590, 274785, 268.34, Left
590, 294709, 287.80, Right
594, 279508, 272.95, Left
594, 302249, 295.16, Right
595, 279067, 272.52, Left
595, 300979, 293.92, Right
596, 278748, 272.21, Left
596, 299718, 292.69, Right
597, 281350, 274.75, Left
597, 301436, 294.37, Right
598, 279650, 273.09, Left
598, 299680, 292.65, Right
599, 277808, 271.29, Left
599, 299639, 292.61, Right
600, 275696, 269.23, Left
600, 298100, 291.11, Right
602, 274759, 268.31, Left
602, 300276, 293.23, Right
603, 273967, 267.54, Left
603, 291665, 284.82, Right
604, 258227, 252.17, Left
604, 274570, 268.13, Right
605, 251404, 245.51, Left
605, 264893, 258.68, Right
606, 255005, 249.02, Left
606, 262221, 256.07, Right
608, 269773, 263.45, Left
608, 289243, 282.46, Right
609, 271308, 264.94, Left
609, 293706, 286.82, Right
610, 268908, 262.60, Left
610, 288399, 281.63, Right
611, 264596, 258.39, Left
611, 285311, 278.62, Right
612, 264347, 258.15, Left
612, 286172, 279.46, Right
613, 262897, 256.73, Left
613, 281510, 274.91, Right
614, 258840, 252.77, Left
614, 276925, 270.43, Right
615, 264003, 257.81, Left
615, 281443, 274.84, Right
616, 268829, 262.52, Left
616, 296748, 289.79, Right
617, 268899, 262.59, Left
617, 292013, 285.16, Right
618, 269553, 263.23, Left
618, 293511, 286.63, Right
619, 270278, 263.94, Left
619, 292149, 285.30, Right
620, 267332, 261.06, Left
620, 288775, 282.00, Right
621, 266600, 260.35, Left
621, 284766, 278.09, Right
622, 270619, 264.27, Left
622, 292082, 285.23, Right
624, 272841, 266.44, Left
624, 296092, 289.15, Right
627, 276034, 269.56, Left
627, 303755, 296.63, Right
629, 273645, 267.23, Left
629, 300357, 293.31, Right
630, 274367, 267.93, Left
630, 299650, 292.62, Right
633, 275063, 268.61, Left
633, 304257, 297.12, Right
634, 276181, 269.70, Left
634, 300355, 293.31, Right
635, 268593, 262.29, Left
635, 293242, 286.36, Right
636, 255978, 249.97, Left
636, 273197, 266.79, Right
637, 239830, 234.20, Left
637, 249442, 243.59, Right
638, 260641, 254.53, Left
638, 280282, 273.71, Right
639, 264952, 258.74, Left
639, 287462, 280.72, Right
640, 264983, 258.77, Left
640, 286611, 279.89, Right
641, 257988, 251.94, Left
641, 280561, 273.98, Right
642, 257325, 251.29, Left
642, 275376, 268.92, Right
643, 263415, 257.24, Left
643, 283243, 276.60, Right
644, 269556, 263.23, Left
644, 291111, 284.28, Right
647, 270692, 264.34, Left
647, 294390, 287.49, Right
649, 265830, 259.59, Left
649, 287523, 280.78, Right
652, 268733, 262.43, Left
652, 292506, 285.65, Right
653, 270966, 264.61, Left
653, 293702, 286.81, Right
654, 270165, 263.83, Left
654, 293095, 286.22, Right
656, 270721, 264.37, Left
656, 292867, 286.00, Right
657, 269051, 262.74, Left
657, 291370, 284.54, Right
658, 266451, 260.20, Left
658, 287896, 281.14, Right
659, 270095, 263.76, Left
659, 293022, 286.15, Right
