Frame Number, File Size (bytes), File Size (kB)
1355, 267884, 261.60, Right
1356, 245515, 239.76, Left
1356, 269926, 263.59, Right
1357, 240537, 234.89, Left
1357, 260566, 254.45, Right
1358, 235696, 230.17, Left
1358, 256412, 250.40, Right
1359, 225393, 220.11, Left
1359, 239216, 233.60, Right
1360, 229892, 224.50, Left
1360, 242338, 236.65, Right
1361, 234063, 228.57, Left
1361, 247200, 241.40, Right
1362, 239074, 233.47, Left
1362, 246474, 240.69, Right
1363, 256923, 250.90, Left
1363, 264688, 258.48, Right
1364, 258695, 252.63, Left
1364, 263804, 257.62, Right
1365, 240874, 235.22, Left
1365, 240905, 235.25, Right
1366, 248276, 242.45, Left
1366, 247136, 241.34, Right
1367, 263571, 257.39, Left
1367, 261507, 255.37, Right
1368, 245217, 239.46, Left
1368, 244365, 238.63, Right
1369, 231241, 225.82, Left
1369, 233928, 228.44, Right
1370, 218591, 213.46, Left
1370, 223325, 218.09, Right
1371, 217821, 212.71, Left
1371, 222159, 216.95, Right
1372, 247075, 241.28, Left
1372, 254935, 248.95, Right
1373, 248471, 242.64, Left
1373, 255240, 249.25, Right
1374, 225947, 220.65, Left
1374, 233866, 228.38, Right
1375, 231762, 226.33, Left
1375, 240018, 234.39, Right
1376, 237645, 232.07, Left
1376, 240218, 234.58, Right
1377, 245805, 240.04, Left
1377, 253708, 247.76, Right
1378, 254327, 248.36, Left
1378, 254927, 248.95, Right
1379, 248562, 242.73, Left
1379, 260384, 254.28, Right
1380, 246453, 240.67, Left
1380, 257963, 251.91, Right
1381, 232223, 226.78, Left
1381, 240777, 235.13, Right
1382, 220260, 215.09, Left
1382, 226177, 220.87, Right
1383, 228936, 223.57, Left
1383, 247208, 241.41, Right
1384, 249733, 243.87, Left
1384, 258923, 252.85, Right
1385, 247006, 241.21, Left
1385, 252757, 246.83, Right
1386, 245388, 239.63, Left
1386, 254765, 248.79, Right
1387, 239291, 233.68, Left
1387, 257696, 251.65, Right
1388, 264575, 258.37, Left
1388, 274062, 267.63, Right
1389, 267484, 261.21, Left
1389, 274107, 267.68, Right
1390, 273246, 266.84, Left
1390, 286204, 279.49, Right
1391, 279498, 272.94, Left
1391, 294465, 287.56, Right
1392, 293784, 286.89, Left
1392, 304969, 297.82, Right
1393, 268832, 262.53, Left
1393, 294168, 287.27, Right
1394, 278418, 271.89, Left
1394, 278373, 271.84, Right
1395, 267024, 260.76, Left
1395, 283543, 276.89, Right
1396, 259198, 253.12, Left
1396, 276599, 270.11, Right
1397, 245181, 239.43, Left
1397, 273573, 267.16, Right
1398, 251163, 245.27, Left
1398, 270310, 263.97, Right
1399, 234778, 229.27, Left
1399, 257319, 251.28, Right
1400, 219614, 214.46, Left
1400, 235611, 230.08, Right
1401, 222849, 217.62, Left
1401, 248496, 242.67, Right
1402, 229976, 224.58, Left
1402, 240075, 234.44, Right
1403, 233662, 228.18, Left
1403, 250230, 244.36, Right
1404, 225088, 219.81, Left
1404, 239082, 233.47, Right
1405, 229204, 223.83, Left
1405, 230964, 225.55, Right
1406, 227932, 222.58, Left
1406, 229386, 224.00, Right
1407, 221649, 216.45, Left
1407, 246894, 241.10, Right
1408, 232338, 226.89, Left
1408, 258580, 252.51, Right
1409, 240147, 234.51, Left
1409, 252776, 246.85, Right
1410, 258422, 252.36, Left
1410, 270205, 263.87, Right
1411, 281578, 274.97, Left
1411, 304159, 297.03, Right
1412, 264836, 258.62, Left
1412, 283903, 277.24, Right
1413, 294864, 287.95, Left
1413, 316871, 309.44, Right
1414, 295551, 288.62, Left
1414, 317685, 310.23, Right
1415, 296996, 290.03, Left
1415, 314939, 307.55, Right
1416, 284051, 277.39, Left
1416, 315699, 308.29, Right
1417, 309067, 301.82, Left
1417, 317548, 310.10, Right
1418, 302881, 295.78, Left
1418, 325979, 318.33, Right
1419, 293067, 286.19, Left
1419, 314534, 307.16, Right
1420, 286837, 280.11, Left
1420, 307186, 299.98, Right
1421, 258376, 252.32, Left
1421, 276059, 269.58, Right
1422, 255899, 249.90, Left
1422, 274987, 268.54, Right
1423, 262316, 256.16, Left
1423, 282831, 276.20, Right
1424, 267655, 261.38, Left
1424, 286196, 279.48, Right
1425, 288680, 281.91, Left
1425, 296851, 289.89, Right
1426, 278190, 271.66, Left
1426, 303520, 296.40, Right
1427, 286161, 279.45, Left
1427, 299331, 292.31, Right
1428, 280797, 274.21, Left
1428, 283382, 276.74, Right
1429, 264619, 258.41, Left
1429, 277187, 270.69, Right
1430, 259385, 253.30, Left
1430, 267845, 261.56, Right
1431, 247233, 241.43, Left
1431, 245431, 239.67, Right
1432, 229519, 224.13, Left
1432, 248934, 243.09, Right
1433, 237379, 231.81, Left
1433, 241616, 235.95, Right
1434, 257192, 251.16, Left
1434, 261511, 255.38, Right
1435, 275066, 268.61, Left
1435, 279627, 273.07, Right
1436, 291851, 285.01, Left
1436, 299491, 292.47, Right
1437, 292449, 285.59, Left
1437, 301731, 294.65, Right
1438, 287802, 281.05, Left
1438, 292095, 285.24, Right
1439, 259087, 253.01, Left
1439, 261419, 255.29, Right
1440, 295501, 288.57, Left
1440, 300251, 293.21, Right
1441, 312063, 304.74, Left
1441, 324006, 316.41, Right
1442, 313255, 305.91, Left
1442, 324721, 317.11, Right
1445, 323388, 315.80, Left
1445, 339318, 331.36, Right
1446, 316068, 308.66, Left
1446, 334904, 327.05, Right
1447, 292479, 285.62, Left
1447, 291204, 284.37, Right
1451, 328076, 320.38, Left
1451, 330819, 323.06, Right
1455, 286540, 279.82, Left
1455, 288732, 281.96, Right
1459, 333204, 325.39, Left
1459, 331412, 323.64, Right
1460, 298397, 291.40, Left
1460, 292213, 285.36, Right
1464, 350982, 342.75, Left
1464, 358872, 350.46, Right
1467, 349381, 341.19, Left
1467, 358635, 350.22, Right
1468, 346411, 338.29, Left
1468, 359433, 351.00, Right
1469, 296590, 289.63, Left
1469, 302421, 295.33, Right
1473, 300400, 293.35, Left
1473, 296975, 290.01, Right
1477, 246877, 241.09, Left
1477, 247007, 241.21, Right
1481, 271028, 264.67, Left
1481, 277351, 270.85, Right
1485, 265248, 259.03, Left
1485, 285113, 278.43, Right
1490, 302880, 295.78, Left
1490, 323158, 315.58, Right
1494, 259232, 253.15, Left
1494, 278167, 271.64, Right
1497, 260362, 254.25, Left
1497, 267225, 260.96, Right
1500, 276111, 269.63, Left
1500, 294083, 287.19, Right
1504, 251879, 245.97, Left
1504, 281843, 275.23, Right
1506, 262472, 256.32, Left
1506, 273802, 267.38, Right
1507, 265582, 259.35, Left
1507, 265564, 259.33, Right
1508, 246256, 240.48, Left
1508, 262059, 255.91, Right
1511, 291414, 284.58, Left
1511, 310701, 303.41, Right
1512, 276634, 270.15, Left
1512, 295431, 288.50, Right
1513, 263788, 257.60, Left
1513, 274409, 267.97, Right
1514, 283202, 276.56, Left
1514, 297809, 290.82, Right
1515, 295099, 288.18, Left
1515, 312184, 304.86, Right
1517, 307605, 300.39, Left
1517, 323322, 315.74, Right
1518, 317679, 310.23, Left
1518, 344797, 336.71, Right
1520, 351002, 342.77, Left
1520, 375650, 366.84, Right
1521, 343825, 335.76, Left
1521, 366137, 357.55, Right
1524, 316072, 308.66, Left
1524, 343771, 335.71, Right
1528, 331785, 324.00, Left
1528, 354158, 345.85, Right
1529, 331803, 324.02, Left
1529, 350945, 342.71, Right
1530, 302265, 295.18, Left
1530, 320320, 312.81, Right
1531, 230201, 224.80, Left
1531, 241711, 236.04, Right
1536, 384107, 375.10, Left
1536, 407482, 397.93, Right
1538, 386262, 377.20, Left
1538, 409553, 399.95, Right
1539, 385962, 376.91, Left
1539, 394732, 385.48, Right
1540, 334122, 326.29, Left
1540, 329598, 321.87, Right
1541, 303786, 296.66, Left
1541, 329351, 321.63, Right
1542, 283569, 276.92, Left
1542, 313748, 306.39, Right
1543, 283443, 276.79, Left
1543, 302117, 295.03, Right
1544, 257242, 251.21, Left
1544, 272027, 265.65, Right
1545, 269826, 263.50, Left
1545, 272499, 266.11, Right
1546, 275267, 268.81, Left
1546, 286068, 279.36, Right
1547, 267140, 260.87, Left
1547, 276948, 270.45, Right
1548, 261659, 255.52, Left
1548, 270695, 264.35, Right
1549, 266004, 259.76, Left
1549, 272685, 266.29, Right
1550, 258983, 252.91, Left
1550, 275559, 269.10, Right
1551, 259942, 253.84, Left
1551, 276076, 269.60, Right
1552, 274322, 267.89, Left
1552, 279933, 273.37, Right
1553, 281578, 274.97, Left
1553, 293627, 286.74, Right
1554, 284353, 277.68, Left
1554, 294235, 287.33, Right
1555, 270135, 263.80, Left
1555, 273019, 266.62, Right
1556, 272752, 266.35, Left
1556, 261343, 255.21, Right
1557, 257939, 251.89, Left
1557, 268057, 261.77, Right
1558, 261035, 254.91, Left
1558, 278544, 272.01, Right
1559, 280317, 273.74, Left
1559, 287266, 280.53, Right
1560, 282514, 275.89, Left
1560, 286432, 279.71, Right
1561, 278734, 272.20, Left
1561, 283413, 276.77, Right
1562, 283949, 277.29, Left
1562, 292047, 285.20, Right
1563, 291326, 284.49, Left
1563, 301786, 294.71, Right
1564, 309342, 302.09, Left
1564, 321976, 314.42, Right
1565, 290972, 284.15, Left
1565, 300044, 293.01, Right
1566, 314794, 307.41, Left
1566, 329530, 321.80, Right
1571, 331091, 323.33, Left
1571, 341314, 333.31, Right
1575, 327397, 319.72, Left
1575, 331895, 324.11, Right
1576, 287105, 280.37, Left
1576, 304185, 297.05, Right
1580, 300046, 293.01, Left
1580, 310595, 303.31, Right
1585, 313362, 306.01, Left
1585, 327224, 319.55, Right
1586, 309832, 302.57, Left
1586, 321749, 314.20, Right
1587, 284719, 278.04, Left
1587, 296207, 289.26, Right
1588, 266124, 259.88, Left
1588, 273727, 267.31, Right
1589, 246476, 240.69, Left
1589, 254568, 248.60, Right
1590, 220911, 215.73, Left
1590, 226586, 221.27, Right
1591, 220131, 214.97, Left
1591, 228262, 222.91, Right
1592, 223406, 218.16, Left
1592, 231307, 225.88, Right
1593, 207877, 203.00, Left
1593, 225384, 220.10, Right
1594, 218270, 213.15, Left
1594, 217493, 212.39, Right
1595, 224041, 218.79, Left
1595, 231389, 225.96, Right
1596, 243593, 237.88, Left
1596, 253148, 247.21, Right
1597, 242453, 236.77, Left
1597, 252841, 246.91, Right
1598, 261100, 254.98, Left
1598, 277916, 271.40, Right
1601, 287247, 280.51, Left
1601, 302585, 295.49, Right
1602, 295690, 288.75, Left
1602, 308266, 301.04, Right
1603, 272986, 266.58, Left
1603, 274539, 268.10, Right
1606, 295059, 288.14, Left
1606, 303780, 296.66, Right
1611, 310659, 303.37, Left
1611, 321170, 313.64, Right
14, 293853, 286.96, Left
14, 324758, 317.14, Right
19, 286218, 279.50, Left
19, 329787, 322.05, Right
24, 291377, 284.54, Left
24, 326196, 318.55, Right
30, 282321, 275.70, Left
30, 317415, 309.97, Right
34, 276328, 269.85, Left
34, 309166, 301.91, Right
39, 271428, 265.06, Left
39, 306813, 299.62, Right
43, 268736, 262.43, Left
43, 306923, 299.72, Right
44, 267544, 261.27, Left
44, 307692, 300.48, Right
45, 267099, 260.83, Left
45, 301510, 294.44, Right
47, 269091, 262.78, Left
47, 311025, 303.73, Right
48, 267880, 261.60, Left
48, 306401, 299.21, Right
53, 276022, 269.55, Left
53, 319077, 311.59, Right
58, 267883, 261.60, Left
58, 310056, 302.78, Right
59, 270577, 264.23, Left
59, 308529, 301.29, Right
61, 267690, 261.41, Left
61, 308118, 300.89, Right
64, 277127, 270.63, Left
64, 310593, 303.31, Right
65, 275978, 269.50, Left
65, 312639, 305.31, Right
66, 265633, 259.40, Left
66, 304223, 297.09, Right
67, 263975, 257.78, Left
67, 292301, 285.45, Right
68, 264604, 258.40, Left
68, 299922, 292.89, Right
69, 264538, 258.33, Left
69, 295487, 288.56, Right
70, 257340, 251.30, Left
70, 290708, 283.89, Right
71, 258187, 252.13, Left
71, 288166, 281.41, Right
72, 255330, 249.34, Left
72, 291659, 284.82, Right
73, 257649, 251.61, Left
73, 294155, 287.26, Right
75, 269130, 262.82, Left
75, 302302, 295.21, Right
76, 272667, 266.27, Left
76, 310369, 303.09, Right
77, 272336, 265.95, Left
77, 310162, 302.89, Right
78, 269720, 263.39, Left
78, 306700, 299.51, Right
79, 262131, 255.98, Left
79, 297851, 290.87, Right
80, 266070, 259.83, Left
80, 298681, 291.68, Right
82, 266294, 260.05, Left
82, 302656, 295.56, Right
83, 263601, 257.42, Left
83, 302306, 295.22, Right
86, 270580, 264.23, Left
86, 311938, 304.62, Right
87, 270778, 264.43, Left
87, 308241, 301.01, Right
91, 267036, 260.77, Left
91, 306577, 299.39, Right
92, 265409, 259.18, Left
92, 301957, 294.87, Right
93, 263421, 257.24, Left
93, 301735, 294.66, Right
94, 259949, 253.85, Left
94, 290118, 283.31, Right
95, 267630, 261.35, Left
95, 303441, 296.32, Right
96, 264386, 258.18, Left
96, 297260, 290.29, Right
97, 252670, 246.74, Left
97, 283713, 277.06, Right
98, 254511, 248.54, Left
98, 276531, 270.04, Right
100, 257977, 251.93, Left
100, 284380, 277.71, Right
101, 250523, 244.65, Left
101, 283399, 276.75, Right
102, 251104, 245.21, Left
102, 278468, 271.94, Right
103, 255426, 249.43, Left
103, 288344, 281.58, Right
104, 262866, 256.70, Left
104, 295096, 288.17, Right
106, 270857, 264.50, Left
106, 303256, 296.14, Right
107, 268761, 262.46, Left
107, 310300, 303.02, Right
108, 269741, 263.41, Left
108, 305437, 298.27, Right
109, 262209, 256.06, Left
109, 298416, 291.42, Right
110, 261306, 255.18, Left
110, 289447, 282.66, Right
111, 250077, 244.21, Left
111, 283002, 276.36, Right
112, 240894, 235.24, Left
112, 266146, 259.90, Right
113, 240162, 234.53, Left
113, 262811, 256.65, Right
114, 245119, 239.37, Left
114, 266115, 259.87, Right
115, 244554, 238.82, Left
115, 272258, 265.87, Right
116, 241439, 235.78, Left
116, 272192, 265.81, Right
117, 239698, 234.08, Left
117, 271274, 264.91, Right
118, 244200, 238.47, Left
118, 272537, 266.14, Right
119, 251465, 245.57, Left
119, 279939, 273.37, Right
120, 259464, 253.38, Left
120, 289484, 282.69, Right
121, 270790, 264.44, Left
121, 301306, 294.24, Right
122, 267559, 261.28, Left
122, 293266, 286.39, Right
123, 254856, 248.88, Left
123, 278877, 272.34, Right
124, 243362, 237.65, Left
124, 267867, 261.58, Right
125, 253576, 247.63, Left
125, 262378, 256.22, Right
126, 234002, 228.51, Left
126, 253913, 247.96, Right
127, 238991, 233.38, Left
127, 262388, 256.23, Right
128, 241865, 236.19, Left
128, 272013, 265.63, Right
129, 241321, 235.66, Left
129, 270880, 264.53, Right
130, 243306, 237.60, Left
130, 275416, 268.96, Right
131, 240986, 235.33, Left
131, 274555, 268.12, Right
132, 249732, 243.87, Left
132, 278901, 272.36, Right
133, 263837, 257.65, Left
133, 296783, 289.82, Right
134, 260138, 254.04, Left
134, 292608, 285.75, Right
135, 250488, 244.61, Left
135, 280048, 273.48, Right
136, 246255, 240.48, Left
136, 270780, 264.43, Right
137, 237053, 231.49, Left
137, 257011, 250.98, Right
138, 254230, 248.27, Left
138, 278633, 272.10, Right
139, 250532, 244.66, Left
139, 277525, 271.02, Right
140, 249337, 243.49, Left
140, 275892, 269.42, Right
141, 248773, 242.94, Left
141, 274247, 267.81, Right
142, 260372, 254.26, Left
142, 288581, 281.81, Right
143, 258879, 252.81, Left
143, 291061, 284.23, Right
144, 249644, 243.79, Left
144, 278198, 271.67, Right
145, 240976, 235.32, Left
145, 265155, 258.94, Right
146, 242455, 236.77, Left
146, 266569, 260.32, Right
147, 238756, 233.16, Left
147, 259469, 253.38, Right
148, 238635, 233.04, Left
148, 275860, 269.39, Right
149, 242074, 236.40, Left
149, 277294, 270.79, Right
150, 236841, 231.29, Left
150, 272722, 266.33, Right
151, 238247, 232.66, Left
151, 269335, 263.02, Right
152, 220761, 215.58, Left
152, 240195, 234.56, Right
153, 226771, 221.45, Left
153, 234924, 229.41, Right
154, 225991, 220.69, Left
154, 235997, 230.46, Right
155, 216265, 211.19, Left
155, 228347, 222.99, Right
156, 239004, 233.40, Left
156, 251784, 245.88, Right
157, 238218, 232.63, Left
157, 245771, 240.01, Right
158, 231903, 226.46, Left
158, 253369, 247.43, Right
159, 243671, 237.95, Left
159, 264897, 258.68, Right
160, 240018, 234.39, Left
160, 257469, 251.43, Right
161, 250599, 244.72, Left
161, 265845, 259.61, Right
162, 227664, 222.32, Left
162, 242219, 236.54, Right
163, 222960, 217.73, Left
163, 228063, 222.71, Right
164, 217097, 212.00, Left
164, 216936, 211.85, Right
167, 240915, 235.26, Left
167, 245723, 239.96, Right
168, 243399, 237.69, Left
168, 242951, 237.25, Right
169, 257196, 251.16, Left
169, 256807, 250.78, Right
170, 256917, 250.89, Left
170, 259150, 253.07, Right
171, 236410, 230.86, Left
171, 242094, 236.41, Right
173, 262835, 256.67, Left
173, 282249, 275.63, Right
175, 277655, 271.14, Left
175, 302203, 295.12, Right
176, 272023, 265.64, Left
176, 283284, 276.64, Right
178, 277392, 270.89, Left
178, 301421, 294.35, Right
180, 258994, 252.92, Left
180, 293617, 286.73, Right
181, 276428, 269.94, Left
181, 305732, 298.56, Right
182, 246931, 241.14, Left
182, 262062, 255.91, Right
183, 257895, 251.85, Left
183, 272974, 266.57, Right
184, 225535, 220.24, Left
184, 240553, 234.91, Right
185, 212378, 207.40, Left
185, 222698, 217.47, Right
186, 221370, 216.18, Left
186, 231695, 226.26, Right
187, 285366, 278.67, Left
187, 301966, 294.88, Right
188, 252375, 246.45, Left
188, 263590, 257.41, Right
189, 211405, 206.45, Left
189, 219446, 214.30, Right
190, 223533, 218.29, Left
190, 233221, 227.75, Right
191, 245296, 239.54, Left
191, 257877, 251.83, Right
192, 231539, 226.11, Left
192, 236333, 230.79, Right
193, 244770, 239.03, Left
193, 252243, 246.33, Right
194, 222358, 217.14, Left
194, 226973, 221.65, Right
195, 199254, 194.58, Left
195, 208554, 203.66, Right
196, 209172, 204.26, Left
196, 208828, 203.93, Right
197, 220848, 215.67, Left
197, 229350, 223.97, Right
198, 225575, 220.28, Left
198, 229238, 223.86, Right
199, 209126, 204.22, Left
199, 214510, 209.48, Right
200, 206537, 201.69, Left
200, 205241, 200.43, Right
201, 207331, 202.47, Left
201, 209625, 204.71, Right
202, 224108, 218.85, Left
202, 228775, 223.41, Right
203, 238216, 232.63, Left
203, 241631, 235.96, Right
204, 242795, 237.10, Left
204, 236084, 230.55, Right
205, 237681, 232.11, Left
205, 252577, 246.65, Right
206, 255251, 249.26, Left
206, 256921, 250.89, Right
207, 266762, 260.50, Left
207, 276457, 269.97, Right
208, 297532, 290.55, Left
208, 304621, 297.48, Right
210, 310056, 302.78, Left
210, 313227, 305.88, Right
211, 265114, 258.90, Left
211, 275771, 269.30, Right
212, 276687, 270.20, Left
212, 283483, 276.83, Right
213, 253511, 247.56, Left
213, 257729, 251.68, Right
214, 248616, 242.78, Left
214, 252951, 247.02, Right
215, 221307, 216.12, Left
215, 227464, 222.13, Right
216, 247688, 241.88, Left
216, 245365, 239.61, Right
217, 243841, 238.12, Left
217, 270520, 264.17, Right
218, 262934, 256.77, Left
218, 277155, 270.65, Right
219, 325795, 318.15, Left
219, 348848, 340.67, Right
220, 312896, 305.56, Left
220, 335958, 328.08, Right
221, 280604, 274.02, Left
221, 297433, 290.46, Right
222, 293476, 286.59, Left
222, 318637, 311.16, Right
223, 284383, 277.71, Left
223, 314502, 307.13, Right
224, 286017, 279.31, Left
224, 309394, 302.14, Right
225, 272981, 266.58, Left
225, 289872, 283.07, Right
226, 299986, 292.95, Left
226, 331889, 324.11, Right
227, 281816, 275.21, Left
227, 309404, 302.15, Right
228, 303027, 295.92, Left
228, 317116, 309.68, Right
229, 320297, 312.79, Left
229, 334781, 326.93, Right
230, 330824, 323.07, Left
230, 346739, 338.61, Right
231, 363684, 355.16, Left
231, 378780, 369.90, Right
233, 374567, 365.78, Left
233, 387460, 378.37, Right
234, 361073, 352.61, Left
234, 387299, 378.22, Right
235, 346273, 338.15, Left
235, 353383, 345.10, Right
236, 320592, 313.07, Left
236, 326724, 319.06, Right
237, 275297, 268.84, Left
237, 281440, 274.84, Right
238, 247647, 241.84, Left
238, 256755, 250.73, Right
239, 243848, 238.13, Left
239, 269073, 262.76, Right
240, 262510, 256.35, Left
240, 273988, 267.56, Right
241, 261684, 255.55, Left
241, 259569, 253.48, Right
242, 253183, 247.24, Left
242, 273832, 267.41, Right
243, 260863, 254.74, Left
243, 257612, 251.57, Right
244, 254745, 248.77, Left
244, 262367, 256.21, Right
245, 231538, 226.11, Left
245, 238982, 233.38, Right
246, 267835, 261.55, Left
246, 274707, 268.26, Right
247, 267215, 260.95, Left
247, 280646, 274.06, Right
248, 245883, 240.12, Left
248, 253980, 248.02, Right
249, 285977, 279.27, Left
249, 298697, 291.69, Right
250, 287270, 280.53, Left
250, 289340, 282.55, Right
251, 299325, 292.30, Left
251, 311020, 303.73, Right
252, 271517, 265.15, Left
252, 289519, 282.73, Right
253, 282392, 275.77, Left
253, 296131, 289.19, Right
254, 259676, 253.58, Left
254, 265241, 259.02, Right
255, 278059, 271.54, Left
255, 286982, 280.25, Right
256, 290315, 283.51, Left
256, 300675, 293.62, Right
257, 280019, 273.45, Left
257, 291720, 284.88, Right
258, 299551, 292.53, Left
258, 308410, 301.18, Right
259, 344554, 336.47, Left
259, 373568, 364.81, Right
260, 356453, 348.09, Left
260, 369675, 361.01, Right
261, 339341, 331.38, Left
261, 406266, 396.74, Right
262, 325674, 318.04, Left
262, 356874, 348.50, Right
263, 288334, 281.57, Left
263, 303723, 296.60, Right
264, 335877, 328.00, Left
264, 359559, 351.13, Right
265, 338341, 330.41, Left
265, 348259, 340.09, Right
266, 334708, 326.86, Left
266, 344606, 336.52, Right
267, 359678, 351.24, Left
267, 374312, 365.53, Right
268, 335210, 327.35, Left
268, 347329, 339.18, Right
269, 338052, 330.12, Left
269, 350778, 342.55, Right
270, 325509, 317.87, Left
270, 337115, 329.21, Right
271, 285565, 278.87, Left
271, 292670, 285.81, Right
272, 292589, 285.73, Left
272, 301670, 294.59, Right
273, 271389, 265.02, Left
273, 279206, 272.66, Right
274, 277441, 270.93, Left
274, 306051, 298.87, Right
275, 286729, 280.00, Left
275, 290644, 283.83, Right
276, 301251, 294.19, Left
276, 312729, 305.39, Right
277, 315725, 308.32, Left
277, 322142, 314.59, Right
278, 316344, 308.92, Left
278, 333854, 326.02, Right
279, 319069, 311.59, Left
279, 316849, 309.42, Right
280, 314510, 307.13, Left
280, 331672, 323.89, Right
281, 316619, 309.19, Left
281, 329586, 321.86, Right
284, 340672, 332.68, Left
284, 351196, 342.96, Right
285, 317780, 310.33, Left
285, 337233, 329.32, Right
286, 282224, 275.60, Left
286, 304270, 297.13, Right
287, 296008, 289.07, Left
287, 291250, 284.42, Right
288, 325109, 317.48, Left
288, 339101, 331.15, Right
289, 323552, 315.96, Left
289, 333701, 325.87, Right
290, 319757, 312.26, Left
290, 329877, 322.14, Right
291, 254220, 248.26, Left
291, 260176, 254.07, Right
292, 284833, 278.15, Left
292, 296803, 289.84, Right
296, 276767, 270.28, Left
296, 284304, 277.64, Right
301, 293031, 286.16, Left
301, 314797, 307.41, Right
306, 233036, 227.57, Left
306, 236712, 231.16, Right
312, 263541, 257.36, Left
312, 276813, 270.32, Right
318, 301120, 294.06, Left
318, 300928, 293.87, Right
323, 291971, 285.12, Left
323, 298481, 291.48, Right
328, 347329, 339.18, Left
328, 354390, 346.08, Right
333, 363690, 355.16, Left
333, 362913, 354.40, Right
337, 343173, 335.12, Left
337, 351864, 343.61, Right
339, 383833, 374.83, Left
339, 396887, 387.58, Right
342, 384369, 375.36, Left
342, 410432, 400.81, Right
343, 373228, 364.48, Left
343, 384814, 375.79, Right
344, 340742, 332.75, Left
344, 365967, 357.38, Right
345, 303713, 296.59, Left
345, 319194, 311.71, Right
346, 296030, 289.09, Left
346, 291950, 285.10, Right
347, 276437, 269.95, Left
347, 286631, 279.91, Right
348, 280985, 274.39, Left
348, 289216, 282.43, Right
349, 267396, 261.12, Left
349, 290421, 283.61, Right
350, 284184, 277.52, Left
350, 292432, 285.57, Right
353, 333017, 325.21, Left
353, 352291, 344.03, Right
354, 358378, 349.97, Left
354, 357425, 349.04, Right
355, 337349, 329.44, Left
355, 343771, 335.71, Right
356, 347395, 339.25, Left
356, 349383, 341.19, Right
357, 336183, 328.30, Left
357, 337662, 329.74, Right
358, 320996, 313.47, Left
358, 336109, 328.23, Right
359, 331193, 323.43, Left
359, 334867, 327.01, Right
360, 312938, 305.60, Left
360, 316262, 308.84, Right
362, 329659, 321.93, Left
362, 341646, 333.63, Right
363, 302032, 294.95, Left
363, 311901, 304.59, Right
365, 311657, 304.35, Left
365, 317183, 309.74, Right
366, 316198, 308.78, Left
366, 325542, 317.91, Right
367, 305570, 298.40, Left
367, 325766, 318.13, Right
368, 329241, 321.52, Left
368, 329666, 321.93, Right
369, 325146, 317.52, Left
369, 321002, 313.47, Right
370, 310213, 302.94, Left
370, 305555, 298.39, Right
371, 308362, 301.13, Left
371, 326999, 319.33, Right
372, 296780, 289.82, Left
372, 328264, 320.57, Right
373, 298295, 291.30, Left
373, 311605, 304.30, Right
374, 277207, 270.70, Left
374, 288954, 282.18, Right
375, 276167, 269.69, Left
375, 271454, 265.09, Right
376, 278001, 271.48, Left
376, 283532, 276.88, Right
377, 255792, 249.79, Left
377, 265102, 258.88, Right
378, 268778, 262.47, Left
378, 276889, 270.39, Right
379, 247686, 241.88, Left
379, 256823, 250.80, Right
380, 264775, 258.56, Left
380, 276504, 270.02, Right
381, 241195, 235.54, Left
381, 251295, 245.40, Right
382, 261583, 255.45, Left
382, 273257, 266.85, Right
383, 228335, 222.98, Left
383, 244706, 238.97, Right
384, 236568, 231.02, Left
384, 233742, 228.26, Right
385, 238498, 232.90, Left
385, 233180, 227.71, Right
386, 231611, 226.18, Left
386, 233992, 228.50, Right
387, 249905, 244.04, Left
387, 241361, 235.70, Right
388, 251504, 245.60, Left
388, 246581, 240.80, Right
389, 249296, 243.45, Left
389, 253783, 247.83, Right
390, 263734, 257.55, Left
390, 253297, 247.36, Right
391, 268359, 262.06, Left
391, 257257, 251.22, Right
392, 256680, 250.66, Left
392, 267443, 261.17, Right
393, 276200, 269.72, Left
393, 277770, 271.25, Right
394, 281295, 274.70, Left
394, 282964, 276.33, Right
395, 271176, 264.82, Left
395, 273631, 267.21, Right
396, 281311, 274.71, Left
396, 286302, 279.59, Right
397, 262294, 256.14, Left
397, 261855, 255.71, Right
398, 243410, 237.70, Left
398, 262682, 256.52, Right
399, 255236, 249.25, Left
399, 251222, 245.33, Right
400, 248447, 242.62, Left
400, 263962, 257.77, Right
401, 261056, 254.93, Left
401, 273939, 267.51, Right
402, 254618, 248.65, Left
402, 265090, 258.87, Right
403, 268685, 262.38, Left
403, 284718, 278.04, Right
405, 296934, 289.97, Left
405, 316795, 309.37, Right
406, 298939, 291.93, Left
406, 319476, 311.98, Right
407, 261377, 255.25, Left
407, 278199, 271.67, Right
408, 290911, 284.09, Left
408, 311852, 304.54, Right
409, 294765, 287.85, Left
409, 321246, 313.71, Right
411, 284779, 278.10, Left
411, 307024, 299.82, Right
412, 292996, 286.12, Left
412, 310434, 303.15, Right
413, 295853, 288.91, Left
413, 326049, 318.40, Right
414, 273017, 266.61, Left
414, 301553, 294.48, Right
415, 279430, 272.88, Left
415, 297775, 290.79, Right
416, 287882, 281.13, Left
416, 312478, 305.15, Right
417, 260656, 254.54, Left
417, 278686, 272.15, Right
418, 283092, 276.45, Left
418, 307026, 299.83, Right
419, 294409, 287.50, Left
419, 320991, 313.46, Right
420, 274854, 268.41, Left
420, 283998, 277.34, Right
421, 284068, 277.41, Left
421, 308910, 301.66, Right
